Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,False
Toyota,Yaris,1.2,Petrol,2012,102514,9168,Volkswagen
Volkswagen,Polo,1.0,Petrol,1997,134735,2132,Volkswagen
Ford,Focus,1.6,Petrol,1992,175881,1944,Volkswagen
Porsche,Cayenne,3.0,Petrol,2006,126718,16004,Volkswagen
Toyota,Prius,1.8,Hybrid,2008,86326,15075,Volkswagen
Ford,Fiesta,1.4,Petrol,1992,245794,673,Volkswagen
Volkswagen,Passat,1.6,Diesel,1988,210194,1213,Volkswagen
BMW,M5,4.0,Petrol,1984,89953,7064,Volkswagen
Ford,Fiesta,1.0,Petrol,2006,113610,4460,Volkswagen
Volkswagen,Passat,2.0,Diesel,2003,106761,8665,Volkswagen
Ford,Fiesta,1.4,Petrol,1992,280925,485,Volkswagen
Ford,Fiesta,1.2,Petrol,2018,29268,19119,Volkswagen
Ford,Mondeo,1.8,Diesel,2014,21377,28286,Volkswagen
Ford,Focus,1.4,Petrol,2010,67366,13881,Volkswagen
Toyota,Yaris,1.4,Hybrid,2018,26795,29102,Volkswagen
BMW,Z4,2.4,Petrol,2018,15028,46830,Volkswagen
Ford,Focus,1.4,Petrol,1995,144557,2883,Volkswagen
Volkswagen,Passat,1.6,Diesel,2011,53818,19033,Volkswagen
Ford,Fiesta,1.0,Petrol,2005,165149,2762,Volkswagen
BMW,M5,4.4,Petrol,1995,157046,9184,Volkswagen
Ford,Mondeo,1.8,Diesel,2002,48312,10853,Volkswagen
Porsche,911,2.2,Petrol,1998,172529,8241,Volkswagen
Volkswagen,Polo,1.2,Petrol,2018,33619,19135,Volkswagen
Volkswagen,Passat,2.0,Diesel,2001,210531,3218,Volkswagen
Porsche,911,2.2,Petrol,1995,170716,6851,Volkswagen
Ford,Focus,1.0,Petrol,2005,102319,6582,Volkswagen
Ford,Focus,1.6,Petrol,1992,83482,4005,Volkswagen
BMW,Z4,2.0,Petrol,2003,184605,4636,Volkswagen
Toyota,Yaris,1.2,Hybrid,2011,68974,13024,Volkswagen
Toyota,Yaris,1.2,Hybrid,2007,87731,8770,Volkswagen
Toyota,Prius,1.4,Hybrid,2003,91908,9156,Volkswagen
Volkswagen,Polo,1.2,Petrol,2009,115991,6014,Volkswagen
Volkswagen,Passat,2.0,Diesel,2003,99554,9137,Volkswagen
Volkswagen,Golf,2.0,Petrol,1993,210355,1445,Volkswagen
Volkswagen,Golf,2.0,Diesel,1994,64859,5119,Volkswagen
BMW,X3,2.0,Petrol,2014,53491,27457,Volkswagen
Ford,Fiesta,1.4,Petrol,2020,16418,25347,Volkswagen
Toyota,Prius,1.8,Hybrid,1995,98303,5816,Volkswagen
Ford,Fiesta,1.2,Petrol,2003,144351,3143,Volkswagen
Volkswagen,Polo,1.4,Petrol,1991,130465,1749,Volkswagen
Ford,Focus,1.6,Petrol,1992,289432,694,Volkswagen
Porsche,911,2.6,Petrol,2006,129563,21707,Volkswagen
Ford,Mondeo,1.6,Petrol,1999,87358,6159,Volkswagen
Toyota,Prius,1.4,Hybrid,1992,187590,2049,Volkswagen
Volkswagen,Polo,1.2,Petrol,2002,90194,4561,Volkswagen
Toyota,Yaris,1.4,Petrol,2003,23923,9067,Volkswagen
Toyota,Prius,1.8,Hybrid,1988,206162,1512,Volkswagen
Porsche,718 Cayman,4.0,Petrol,2013,40361,45357,Volkswagen
Toyota,RAV4,1.8,Hybrid,2011,113594,17732,Volkswagen
Volkswagen,Golf,1.8,Hybrid,1993,206465,1702,Volkswagen
Porsche,718 Cayman,2.4,Petrol,2016,26038,46644,Volkswagen
Toyota,Yaris,1.0,Petrol,1986,341124,178,Volkswagen
Ford,Mondeo,1.4,Diesel,1996,147377,3134,Volkswagen
Toyota,Yaris,1.2,Petrol,2005,69909,7229,Volkswagen
Ford,Focus,1.6,Diesel,2006,83961,10659,Volkswagen
Volkswagen,Golf,1.8,Hybrid,2016,27600,30239,Volkswagen
Toyota,RAV4,1.8,Hybrid,2014,63889,30785,Volkswagen
Toyota,RAV4,1.8,Hybrid,1992,189028,2697,Volkswagen
Toyota,RAV4,2.0,Hybrid,1990,120842,4361,Volkswagen
Volkswagen,Golf,1.4,Hybrid,2003,166709,4126,Volkswagen
BMW,X3,2.0,Diesel,2013,49046,27731,Volkswagen
Toyota,Prius,1.4,Hybrid,1998,229464,2106,Volkswagen
Porsche,718 Cayman,2.0,Petrol,2014,91341,24511,Volkswagen
Volkswagen,Polo,1.4,Petrol,1995,127882,2330,Volkswagen
BMW,M5,4.4,Petrol,1994,179812,7091,Volkswagen
Ford,Fiesta,1.2,Petrol,2008,43714,9014,Volkswagen
Porsche,Cayenne,3.5,Diesel,1998,83442,14668,Volkswagen
Volkswagen,Passat,1.6,Diesel,2002,135733,5800,Volkswagen
Volkswagen,Golf,1.4,Petrol,2018,13954,27379,Volkswagen
Volkswagen,Polo,1.2,Petrol,1994,243498,746,Volkswagen
BMW,X3,2.0,Diesel,2016,47735,34147,Volkswagen
Porsche,718 Cayman,4.0,Petrol,1995,154629,5991,Volkswagen
Volkswagen,Golf,1.6,Diesel,1998,161333,2893,Volkswagen
Ford,Fiesta,1.2,Petrol,1998,156867,2033,Volkswagen
Toyota,RAV4,2.0,Hybrid,2022,9373,76303,Volkswagen
Volkswagen,Passat,1.4,Diesel,2002,115000,6374,Volkswagen
Volkswagen,Golf,1.8,Hybrid,2013,56706,20768,Volkswagen
Ford,Mondeo,1.6,Diesel,1993,138312,2951,Volkswagen
Toyota,Yaris,1.2,Petrol,2020,20558,26565,Volkswagen
Porsche,Cayenne,2.6,Diesel,2001,71217,16789,Volkswagen
Toyota,RAV4,2.0,Hybrid,2018,27542,52923,Volkswagen
Ford,Mondeo,1.8,Diesel,2012,39923,22247,Volkswagen
Porsche,718 Cayman,2.4,Petrol,1998,252380,2395,Volkswagen
Toyota,RAV4,2.0,Hybrid,1993,113342,5640,Volkswagen
Ford,Focus,1.4,Petrol,1993,106066,3403,Volkswagen
Toyota,RAV4,2.2,Hybrid,2014,39814,39577,Volkswagen
Toyota,RAV4,2.4,Hybrid,2002,178115,6664,Volkswagen
Toyota,Prius,1.8,Hybrid,1989,234308,1254,Volkswagen
Toyota,Prius,1.8,Hybrid,2014,51034,28437,Volkswagen
Toyota,RAV4,2.0,Petrol,2003,148838,6923,Volkswagen
Toyota,RAV4,2.0,Hybrid,2010,116749,17071,Volkswagen
Volkswagen,Passat,1.4,Petrol,1991,318300,482,Volkswagen
Ford,Focus,2.0,Diesel,2005,70202,12248,Volkswagen
Toyota,RAV4,2.4,Hybrid,2010,52925,29212,Volkswagen
Volkswagen,Passat,2.0,Diesel,1998,112170,5962,Volkswagen
Ford,Fiesta,1.2,Petrol,2003,203556,1901,Volkswagen
Ford,Mondeo,1.8,Diesel,2009,32884,18987,Volkswagen
Volkswagen,Golf,1.2,Petrol,2005,113136,5586,Volkswagen
Volkswagen,Golf,1.4,Petrol,1985,269090,414,Volkswagen
Toyota,RAV4,2.0,Petrol,2015,31102,35379,Volkswagen
Toyota,Yaris,1.4,Hybrid,2021,10276,38901,Volkswagen
Ford,Mondeo,1.8,Diesel,2013,5000,28875,Volkswagen
Ford,Focus,1.0,Petrol,2018,26840,25660,Volkswagen
Toyota,RAV4,2.2,Hybrid,2007,69206,20606,Volkswagen
Volkswagen,Polo,1.6,Petrol,2014,63006,14112,Volkswagen
Volkswagen,Polo,1.4,Petrol,2016,45610,16837,Volkswagen
Toyota,Yaris,1.0,Hybrid,2000,86902,5050,Volkswagen
Volkswagen,Passat,2.0,Petrol,2001,78868,8819,Volkswagen
BMW,Z4,2.4,Petrol,2017,57884,34025,Volkswagen
Ford,Mondeo,1.4,Diesel,1993,196763,1688,Volkswagen
Volkswagen,Golf,1.6,Hybrid,2003,110332,6919,Volkswagen
Volkswagen,Golf,1.4,Diesel,1991,289646,534,Volkswagen
Volkswagen,Polo,1.6,Petrol,2011,72003,10885,Volkswagen
Volkswagen,Passat,1.8,Petrol,2018,42360,32909,Volkswagen
Ford,Mondeo,1.8,Diesel,2015,50432,25483,Volkswagen
Toyota,RAV4,1.8,Petrol,2003,171088,5458,Volkswagen
Volkswagen,Golf,1.8,Petrol,2015,40271,21892,Volkswagen
Toyota,Yaris,1.0,Hybrid,2013,69437,13543,Volkswagen
Toyota,RAV4,2.2,Hybrid,2015,28056,45312,Volkswagen
Volkswagen,Passat,2.0,Diesel,1985,287515,544,Volkswagen
BMW,X3,2.4,Diesel,2001,144238,6871,Volkswagen
Toyota,RAV4,2.4,Hybrid,1993,140537,4997,Volkswagen
Ford,Focus,1.0,Petrol,2013,55408,15484,Volkswagen
Toyota,Yaris,1.4,Petrol,2002,149944,3514,Volkswagen
Volkswagen,Golf,1.8,Petrol,2021,6373,39459,Volkswagen
Toyota,RAV4,2.4,Hybrid,2007,112049,15867,Volkswagen
Toyota,Prius,1.8,Hybrid,2005,64815,14287,Volkswagen
Toyota,RAV4,1.8,Hybrid,2007,46955,21497,Volkswagen
Ford,Focus,1.0,Petrol,2006,102666,7017,Volkswagen
Volkswagen,Polo,1.4,Diesel,2014,62309,13923,Volkswagen
Toyota,RAV4,1.8,Hybrid,1993,196835,2693,Volkswagen
Volkswagen,Golf,1.2,Petrol,2017,33865,21213,Volkswagen
Porsche,911,2.2,Petrol,2018,22199,91965,Volkswagen
Toyota,Yaris,1.4,Hybrid,2001,109136,5434,Volkswagen
Porsche,Cayenne,4.0,Petrol,2002,90474,18556,Volkswagen
Toyota,RAV4,2.0,Hybrid,2018,20952,54914,Volkswagen
Ford,Mondeo,1.4,Diesel,1996,103176,4418,Volkswagen
Volkswagen,Polo,1.2,Petrol,2001,127723,3223,Volkswagen
Toyota,Yaris,1.0,Hybrid,2005,74649,7671,Volkswagen
Ford,Mondeo,2.0,Diesel,2019,34940,38517,Volkswagen
Toyota,Prius,1.4,Hybrid,1993,196617,2024,Volkswagen
Volkswagen,Golf,1.4,Petrol,2002,127387,4427,Volkswagen
Ford,Focus,1.0,Petrol,2011,85335,11093,Volkswagen
Ford,Focus,1.4,Petrol,2003,88544,7528,Volkswagen
Toyota,Prius,1.0,Hybrid,1992,176604,1903,Volkswagen
Toyota,RAV4,1.8,Hybrid,2009,68833,21350,Volkswagen
Volkswagen,Golf,1.2,Petrol,2010,99925,8602,Volkswagen
BMW,Z4,2.4,Petrol,2004,68708,13326,Volkswagen
Toyota,RAV4,2.0,Hybrid,2004,129322,10382,Volkswagen
Toyota,Yaris,1.4,Hybrid,2017,36461,25744,Volkswagen
Toyota,Yaris,1.2,Petrol,2009,72738,9261,Volkswagen
Volkswagen,Polo,1.4,Petrol,1993,217495,955,Volkswagen
Toyota,RAV4,2.2,Hybrid,2016,28810,48228,Volkswagen
Volkswagen,Golf,1.4,Petrol,1992,253413,764,Volkswagen
Volkswagen,Passat,1.6,Diesel,1989,341741,378,Volkswagen
Ford,Focus,1.6,Petrol,1999,155679,3674,Volkswagen
Ford,Mondeo,1.8,Diesel,2019,30787,37433,Volkswagen
BMW,M5,5.0,Petrol,1996,140252,12001,Volkswagen
Ford,Focus,1.0,Diesel,2012,36355,17093,Volkswagen
Ford,Fiesta,1.0,Petrol,1986,331165,170,Volkswagen
Toyota,Yaris,1.4,Petrol,2017,30382,22227,Volkswagen
Porsche,718 Cayman,2.4,Petrol,1995,137976,5312,Volkswagen
Volkswagen,Passat,1.4,Diesel,2001,101907,6576,Volkswagen
Toyota,Prius,1.8,Hybrid,1991,173990,2443,Volkswagen
Ford,Fiesta,1.0,Petrol,2004,138953,3203,Volkswagen
Volkswagen,Passat,2.0,Diesel,2007,163156,7234,Volkswagen
Ford,Focus,1.6,Petrol,2018,45204,29130,Volkswagen
Volkswagen,Passat,2.0,Diesel,2022,7782,57759,Volkswagen
Volkswagen,Golf,1.6,Petrol,2011,69205,13162,Volkswagen
Toyota,Prius,1.0,Hybrid,2006,51828,12372,Volkswagen
Volkswagen,Golf,2.0,Petrol,2000,92303,6024,Volkswagen
Volkswagen,Golf,1.6,Petrol,2005,145351,5011,Volkswagen
Ford,Fiesta,1.2,Petrol,2004,138699,3516,Volkswagen
Toyota,Prius,1.8,Hybrid,2006,42787,17550,Volkswagen
Porsche,718 Cayman,2.4,Petrol,2001,136494,8020,Volkswagen
Toyota,Yaris,1.0,Hybrid,2019,28087,26099,Volkswagen
Volkswagen,Polo,1.2,Petrol,2007,63991,7614,Volkswagen
Toyota,Prius,1.4,Hybrid,2006,107304,9994,Volkswagen
Toyota,Prius,1.4,Hybrid,2019,32176,39212,Volkswagen
Volkswagen,Golf,1.4,Petrol,2007,103965,7384,Volkswagen
Volkswagen,Golf,2.0,Petrol,1991,264040,774,Volkswagen
Ford,Fiesta,1.4,Petrol,1998,117616,3002,Volkswagen
Toyota,Yaris,1.2,Hybrid,2007,100478,8002,Volkswagen
Toyota,Prius,1.4,Hybrid,2016,52086,28468,Volkswagen
Volkswagen,Golf,1.6,Petrol,1992,152855,1981,Volkswagen
Ford,Focus,1.8,Petrol,2010,31473,19668,Volkswagen
Toyota,RAV4,2.2,Petrol,2005,101278,12003,Volkswagen
Ford,Focus,1.6,Hybrid,2016,27516,33957,Volkswagen
Volkswagen,Golf,2.0,Diesel,2018,28407,31722,Volkswagen
Ford,Mondeo,1.8,Diesel,2001,187542,3537,Volkswagen
Volkswagen,Polo,2.0,Petrol,1988,160189,1345,Volkswagen
Toyota,Yaris,1.4,Hybrid,2014,47951,19664,Volkswagen
Toyota,Prius,1.8,Hybrid,1995,259370,1485,Volkswagen
Ford,Fiesta,1.2,Petrol,2006,150801,3643,Volkswagen
Volkswagen,Polo,1.2,Petrol,2008,97682,6448,Volkswagen
Volkswagen,Passat,2.0,Diesel,2012,99767,16624,Volkswagen
Porsche,Cayenne,3.5,Petrol,1987,317546,888,Volkswagen
Ford,Mondeo,1.6,Petrol,2003,71971,8941,Volkswagen
Toyota,RAV4,2.0,Hybrid,2000,115704,8835,Volkswagen
Ford,Focus,1.6,Petrol,2007,91299,10304,Volkswagen
Volkswagen,Polo,1.0,Petrol,2015,27980,14774,Volkswagen
Ford,Mondeo,2.0,Petrol,2004,137798,6570,Volkswagen
Ford,Mondeo,1.8,Diesel,2014,38215,25681,Volkswagen
Toyota,Prius,1.4,Hybrid,1994,266923,1142,Volkswagen
Volkswagen,Polo,1.0,Petrol,2008,46493,8303,Volkswagen
Toyota,Prius,1.0,Hybrid,2003,122382,6167,Volkswagen
Volkswagen,Polo,1.6,Petrol,2004,172952,3141,Volkswagen
BMW,Z4,2.2,Petrol,1994,79111,6105,Volkswagen
Toyota,RAV4,1.8,Hybrid,1994,203902,2705,Volkswagen
Ford,Focus,1.0,Petrol,2018,34297,24582,Volkswagen
Porsche,911,3.0,Petrol,2007,160305,19433,Volkswagen
Toyota,Yaris,1.0,Hybrid,1996,35867,5384,Volkswagen
Ford,Fiesta,1.2,Diesel,2011,86587,8723,Volkswagen
Porsche,Cayenne,3.0,Diesel,2018,14658,78873,Volkswagen
Ford,Focus,1.4,Petrol,2020,31287,33821,Volkswagen
Volkswagen,Polo,1.2,Petrol,1998,178757,1735,Volkswagen
Toyota,Yaris,1.4,Petrol,1994,53883,4162,Volkswagen
Ford,Mondeo,1.6,Diesel,2018,10870,36852,Volkswagen
Toyota,Prius,1.4,Hybrid,2005,82356,11191,Volkswagen
Volkswagen,Polo,1.6,Petrol,1998,120898,3212,Volkswagen
BMW,Z4,2.0,Petrol,1991,241081,1258,Volkswagen
Ford,Fiesta,1.4,Petrol,1988,289688,342,Volkswagen
Porsche,718 Cayman,2.4,Petrol,1997,246989,2355,Volkswagen
BMW,X3,2.0,Petrol,1985,142992,2076,Volkswagen
Volkswagen,Passat,1.8,Diesel,2011,64697,18821,Volkswagen
BMW,M5,4.4,Petrol,1998,161830,10780,Volkswagen
Ford,Focus,1.4,Petrol,2018,28024,30158,Volkswagen
BMW,Z4,3.0,Petrol,1996,156682,4509,Volkswagen
Ford,Fiesta,1.0,Petrol,2009,93538,6317,Volkswagen
Toyota,Yaris,1.0,Petrol,2019,14288,23473,Volkswagen
Ford,Focus,2.0,Petrol,2006,81822,11520,Volkswagen
Toyota,RAV4,2.0,Hybrid,1986,215481,1508,Volkswagen
BMW,Z4,2.2,Petrol,2019,28754,44415,Volkswagen
Volkswagen,Passat,1.4,Diesel,2004,80705,9344,Volkswagen
Volkswagen,Golf,2.0,Diesel,2009,60524,14316,Volkswagen
Volkswagen,Passat,1.4,Diesel,2002,113879,6429,Volkswagen
Ford,Mondeo,1.6,Diesel,2012,85455,15593,Volkswagen
Volkswagen,Golf,1.2,Petrol,2019,5596,28309,Volkswagen
Ford,Mondeo,1.8,Hybrid,2015,55395,28228,Volkswagen
Toyota,Yaris,1.2,Petrol,2000,136312,3178,Volkswagen
Ford,Mondeo,1.8,Petrol,1999,108377,5607,Volkswagen
BMW,M5,5.0,Petrol,2011,76754,52387,Volkswagen
Volkswagen,Passat,1.6,Diesel,1995,206056,2007,Volkswagen
Toyota,RAV4,2.0,Hybrid,2000,148540,6818,Volkswagen
Ford,Fiesta,1.2,Petrol,2018,23754,19725,Volkswagen
Porsche,Cayenne,3.0,Petrol,1995,222539,3410,Volkswagen
Volkswagen,Golf,1.2,Diesel,2014,39321,17658,Volkswagen
Volkswagen,Polo,1.2,Petrol,2003,138515,3381,Volkswagen
Toyota,RAV4,2.0,Hybrid,2012,59725,29179,Volkswagen
Toyota,RAV4,1.8,Hybrid,2008,102206,15805,Volkswagen
Ford,Focus,2.0,Diesel,2010,83311,15630,Volkswagen
Ford,Focus,1.4,Petrol,2018,41355,27892,Volkswagen
Ford,Fiesta,1.2,Diesel,2021,17474,26189,Volkswagen
Toyota,RAV4,2.2,Hybrid,1992,199804,2713,Volkswagen
Volkswagen,Polo,2.0,Petrol,2021,13577,33748,Volkswagen
Ford,Fiesta,1.0,Petrol,2016,32446,14997,Volkswagen
Toyota,RAV4,2.0,Hybrid,1997,130656,6443,Volkswagen
Ford,Focus,1.4,Petrol,1994,118545,3311,Volkswagen
Toyota,RAV4,1.8,Hybrid,2011,139810,14453,Volkswagen
Toyota,Prius,1.0,Hybrid,2006,84312,9973,Volkswagen
Volkswagen,Passat,1.6,Diesel,2002,83318,8585,Volkswagen
Toyota,Yaris,1.4,Petrol,1986,183150,914,Volkswagen
Ford,Focus,1.0,Petrol,2007,84337,8556,Volkswagen
Porsche,Cayenne,3.0,Petrol,2002,114802,13435,Volkswagen
Toyota,RAV4,2.2,Hybrid,2009,67314,23843,Volkswagen
BMW,M5,5.0,Petrol,2000,122612,18006,Volkswagen
Volkswagen,Golf,1.4,Petrol,1991,206254,1097,Volkswagen
Toyota,RAV4,2.4,Hybrid,2018,26632,58275,Volkswagen
Porsche,718 Cayman,4.0,Petrol,1991,248160,2016,Volkswagen
Ford,Mondeo,1.4,Petrol,1996,130905,3406,Volkswagen
Volkswagen,Golf,1.2,Petrol,2004,98438,5829,Volkswagen
Toyota,RAV4,2.2,Hybrid,2005,93525,15238,Volkswagen
Toyota,Yaris,1.4,Hybrid,1992,116353,2824,Volkswagen
Ford,Fiesta,1.2,Petrol,1996,109619,2585,Volkswagen
Volkswagen,Polo,1.6,Petrol,2001,129115,3681,Volkswagen
Toyota,RAV4,2.0,Hybrid,2017,43027,45206,Volkswagen
Volkswagen,Passat,2.0,Diesel,2015,48864,28657,Volkswagen
Ford,Mondeo,1.8,Diesel,2012,81668,16982,Volkswagen
Toyota,Prius,1.4,Hybrid,2018,29828,37183,Volkswagen
Volkswagen,Golf,1.8,Petrol,1991,257172,783,Volkswagen
Toyota,RAV4,1.8,Petrol,2014,51097,27842,Volkswagen
Toyota,Yaris,1.4,Petrol,2017,32667,21935,Volkswagen
Volkswagen,Golf,1.8,Petrol,1993,261776,857,Volkswagen
Volkswagen,Polo,1.4,Petrol,1987,219722,627,Volkswagen
Toyota,RAV4,2.2,Petrol,2020,20840,54875,Volkswagen
BMW,Z4,2.4,Petrol,1997,190184,3243,Volkswagen
BMW,M5,4.0,Petrol,2017,34125,91619,Volkswagen
Ford,Focus,2.0,Petrol,1988,261729,771,Volkswagen
Toyota,Yaris,1.2,Hybrid,2016,36087,22347,Volkswagen
Ford,Mondeo,1.4,Diesel,2002,161406,4165,Volkswagen
Toyota,Prius,1.4,Hybrid,1991,162940,2365,Volkswagen
Ford,Focus,1.8,Petrol,1991,336739,437,Volkswagen
Ford,Focus,1.4,Petrol,2009,103983,10044,Volkswagen
Ford,Fiesta,1.0,Petrol,2018,38404,16547,Volkswagen
Volkswagen,Passat,1.4,Diesel,1993,120931,3343,Volkswagen
Toyota,Yaris,1.0,Hybrid,2002,148230,3614,Volkswagen
Volkswagen,Passat,1.8,Diesel,2006,107503,9985,Volkswagen
Volkswagen,Passat,2.0,Diesel,2004,124610,8086,Volkswagen
Porsche,Cayenne,3.0,Petrol,2010,79557,29571,Volkswagen
BMW,M5,4.4,Petrol,2002,105680,21943,Volkswagen
Volkswagen,Passat,1.6,Diesel,1991,95548,3780,Volkswagen
Toyota,Yaris,1.4,Hybrid,1987,288484,449,Volkswagen
Ford,Mondeo,1.6,Diesel,1995,118507,3938,Volkswagen
Toyota,Yaris,1.0,Hybrid,1996,93423,3692,Volkswagen
BMW,X3,3.0,Diesel,2007,88368,17529,Volkswagen
Porsche,Cayenne,3.0,Petrol,2003,140899,11711,Volkswagen
BMW,X3,2.0,Diesel,1995,36797,8995,Volkswagen
Volkswagen,Passat,2.0,Petrol,2000,129208,5690,Volkswagen
Volkswagen,Passat,1.8,Diesel,2015,72434,23341,Volkswagen
Toyota,Yaris,1.4,Hybrid,2018,34625,27818,Volkswagen
Toyota,Yaris,1.2,Petrol,2008,97903,7263,Volkswagen
Toyota,Yaris,1.2,Petrol,1997,270963,797,Volkswagen
Ford,Mondeo,1.6,Diesel,2013,76733,17705,Volkswagen
Volkswagen,Golf,1.2,Petrol,2001,166693,2786,Volkswagen
Ford,Focus,2.0,Petrol,1995,112716,4422,Volkswagen
Ford,Fiesta,1.2,Hybrid,1987,276979,400,Volkswagen
Volkswagen,Golf,1.8,Petrol,2003,101937,6509,Volkswagen
Volkswagen,Polo,1.0,Petrol,2013,43886,11774,Volkswagen
Volkswagen,Polo,1.2,Petrol,2013,73855,10637,Volkswagen
Ford,Focus,1.6,Petrol,2017,57873,25173,Volkswagen
Ford,Focus,1.6,Diesel,2001,121698,5785,Volkswagen
Volkswagen,Polo,1.2,Petrol,2009,81883,7711,Volkswagen
Volkswagen,Passat,1.4,Diesel,2000,171496,3538,Volkswagen
Ford,Focus,1.0,Petrol,1987,132547,1573,Volkswagen
Volkswagen,Passat,1.4,Petrol,2017,24430,30141,Volkswagen
BMW,X3,2.4,Diesel,2006,98950,13593,Volkswagen
Volkswagen,Passat,1.4,Diesel,2009,132842,8852,Volkswagen
Volkswagen,Polo,1.4,Petrol,1986,260477,404,Volkswagen
Volkswagen,Passat,1.6,Diesel,1991,235666,1177,Volkswagen
Toyota,RAV4,2.2,Hybrid,2011,82763,24530,Volkswagen
Ford,Focus,1.4,Diesel,2016,39673,25891,Volkswagen
Ford,Fiesta,1.0,Petrol,1992,47774,2762,Volkswagen
BMW,Z4,2.0,Petrol,2014,58147,25387,Volkswagen
Ford,Mondeo,2.0,Diesel,2003,154479,5636,Volkswagen
Volkswagen,Polo,1.4,Petrol,2013,46322,13725,Volkswagen
Volkswagen,Golf,1.8,Diesel,1996,196032,1995,Volkswagen
Porsche,Cayenne,3.0,Petrol,2013,39488,46753,Volkswagen
Toyota,Yaris,1.0,Petrol,2006,96885,5845,Volkswagen
Toyota,Yaris,1.4,Hybrid,2019,20700,32186,Volkswagen
Ford,Mondeo,1.4,Hybrid,2001,145462,5077,Volkswagen
Volkswagen,Polo,1.0,Petrol,2018,38340,16989,Volkswagen
Volkswagen,Golf,1.4,Petrol,2008,116255,7198,Volkswagen
BMW,Z4,2.0,Petrol,2003,93076,9615,Volkswagen
Toyota,Prius,1.4,Hybrid,2010,74177,16520,Volkswagen
Toyota,RAV4,1.8,Hybrid,1995,149567,4596,Volkswagen
Volkswagen,Passat,1.6,Petrol,1990,117398,2863,Volkswagen
Volkswagen,Golf,1.6,Petrol,2002,117653,5103,Volkswagen
Volkswagen,Polo,1.0,Petrol,2020,22940,21213,Volkswagen
Volkswagen,Passat,1.8,Diesel,2011,37534,22303,Volkswagen
Toyota,RAV4,1.8,Hybrid,2011,94925,20356,Volkswagen
Toyota,Yaris,1.0,Hybrid,1992,174037,1496,Volkswagen
Volkswagen,Passat,1.8,Petrol,2003,184533,4174,Volkswagen
Ford,Fiesta,1.4,Petrol,2013,32544,14520,Volkswagen
BMW,Z4,2.2,Petrol,2014,59274,26434,Volkswagen
Toyota,RAV4,2.0,Hybrid,2001,202340,4610,Volkswagen
Volkswagen,Passat,1.8,Diesel,1992,129841,3309,Volkswagen
Volkswagen,Passat,1.8,Petrol,2005,80034,10836,Volkswagen
Ford,Focus,2.0,Petrol,1996,192045,2469,Volkswagen
Ford,Mondeo,2.0,Diesel,2019,36447,38177,Volkswagen
Toyota,RAV4,2.4,Hybrid,1998,134946,7292,Volkswagen
Toyota,Yaris,1.0,Petrol,2010,58886,9901,Volkswagen
Volkswagen,Passat,1.6,Diesel,2000,127543,5414,Volkswagen
Ford,Fiesta,1.0,Petrol,2004,157340,2758,Volkswagen
Toyota,Yaris,1.0,Petrol,1991,169299,1214,Volkswagen
Toyota,Yaris,1.4,Hybrid,1987,205406,966,Volkswagen
Volkswagen,Golf,1.6,Petrol,2003,76484,7351,Volkswagen
Ford,Fiesta,1.4,Petrol,2012,75934,10326,Volkswagen
Volkswagen,Polo,2.0,Diesel,2000,127046,4109,Volkswagen
Toyota,Prius,1.8,Hybrid,2017,39115,37356,Volkswagen
Volkswagen,Passat,1.6,Diesel,2015,18626,30577,Volkswagen
Toyota,Prius,1.4,Hybrid,1991,231525,1296,Volkswagen
Ford,Focus,1.8,Petrol,1996,112992,4475,Volkswagen
Ford,Fiesta,1.2,Petrol,2002,170034,2377,Volkswagen
Ford,Mondeo,1.6,Diesel,2016,27842,29387,Volkswagen
Ford,Fiesta,1.2,Hybrid,2015,39606,17681,Volkswagen
Toyota,RAV4,2.4,Petrol,1996,284839,1414,Volkswagen
Toyota,RAV4,1.8,Hybrid,2017,30794,46103,Volkswagen
Toyota,Prius,1.0,Hybrid,2013,81281,16243,Volkswagen
Volkswagen,Polo,1.2,Petrol,1991,163174,1241,Volkswagen
Ford,Mondeo,2.0,Diesel,1991,212984,1530,Volkswagen
BMW,M5,4.0,Petrol,2007,97405,31027,Volkswagen
Ford,Fiesta,1.0,Petrol,1997,215739,1043,Volkswagen
Toyota,Yaris,1.2,Hybrid,2003,85571,6820,Volkswagen
Ford,Fiesta,1.2,Petrol,2001,185312,1951,Volkswagen
Ford,Fiesta,1.4,Petrol,1991,287138,428,Volkswagen
Porsche,718 Cayman,2.4,Petrol,2004,135042,9909,Volkswagen
Toyota,Yaris,1.2,Hybrid,2015,56205,18479,Volkswagen
Volkswagen,Passat,1.6,Petrol,2008,82771,12244,Volkswagen
BMW,M5,5.0,Petrol,2017,39154,99436,Volkswagen
Volkswagen,Golf,2.0,Petrol,2005,109364,7420,Volkswagen
Ford,Focus,1.6,Petrol,1989,226513,1019,Volkswagen
BMW,M5,5.0,Petrol,2014,58820,72066,Volkswagen
Volkswagen,Golf,2.0,Hybrid,1994,158502,2898,Volkswagen
Ford,Fiesta,1.0,Petrol,2008,67377,7080,Volkswagen
Toyota,Yaris,1.0,Hybrid,2017,38436,21505,Volkswagen
Ford,Mondeo,1.8,Diesel,1998,164481,3525,Volkswagen
BMW,X3,2.4,Petrol,2012,90750,20490,Volkswagen
Ford,Mondeo,1.4,Petrol,2012,53155,17227,Volkswagen
